"Year","Country","Events","Kills","Wounds","WoundsLog"
2007,"Yemen",7,NA,NA,NA
2007,"Zimbabwe",1,0,0,0
2008,"Afghanistan",416,NA,NA,NA
2008,"Algeria",107,249,328,5.79605775076537
2008,"Australia",3,0,0,0
2008,"Austria",7,0,0,0
2008,"Azerbaijan",2,5,13,2.63905732961526
2008,"Bahrain",1,1,2,1.09861228866811
2008,"Bangladesh",19,9,48,3.89182029811063
2008,"Belarus",1,0,50,3.93182563272433
2008,"Bhutan",3,5,3,1.38629436111989
2008,"Bosnia-Herzegovina",4,2,10,2.39789527279837
2008,"Bulgaria",2,0,0,0
2008,"Burundi",7,28,46,3.85014760171006
2008,"Cambodia",2,1,2,1.09861228866811
2008,"Cameroon",1,3,0,0
2008,"Canada",5,0,9,2.30258509299405
2008,"Central African Republic",2,1,0,0
2008,"Chad",8,172,NA,NA
2008,"Chile",4,0,0,0
2008,"China",20,23,133,4.89783979995091
2008,"Colombia",133,85,238,5.47646355193151
2008,"Congo (Kinshasa)",20,319,NA,NA
2008,"Corsica",5,0,0,0
2008,"Croatia",2,0,0,0
2008,"Czech Republic",2,0,20,3.04452243772342
2008,"Denmark",1,0,2,1.09861228866811
2008,"Ecuador",2,0,3,1.38629436111989
2008,"Egypt",1,0,0,0
2008,"Eritrea",2,4,10,2.39789527279837
2008,"Ethiopia",8,27,82,4.4188406077966
2008,"Finland",1,0,1,0.693147180559945
2008,"France",8,0,1,0.693147180559945
2008,"Georgia",33,13,62,4.14313472639153
2008,"Germany",3,0,2,1.09861228866811
2008,"Great Britain",10,0,0,0
2008,"Greece",53,0,NA,NA
2008,"Guyana",3,23,12,2.56494935746154
2008,"Hong Kong",1,0,46,3.85014760171006
2008,"Hungary",2,0,0,0
2008,"India",517,NA,NA,NA
2008,"Indonesia",13,0,0,0
2008,"Iran",8,26,NA,NA
2008,"Iraq",1104,NA,NA,NA
2008,"Ireland",5,0,0,0
2008,"Israel",130,NA,NA,NA
2008,"Italy",2,0,NA,NA
2008,"Japan",3,0,0,0
2008,"Kazakhstan",1,2,2,1.09861228866811
2008,"Kenya",10,73,NA,NA
2008,"Kosovo",11,0,5,1.79175946922805
2008,"Lebanon",58,142,NA,NA
2008,"Liberia",1,12,0,0
2008,"Libya",1,0,0,0
2008,"Macedonia",9,2,11,2.484906649788
2008,"Malaysia",2,0,0,0
2008,"Maldives",1,0,0,0
2008,"Mali",9,55,NA,NA
2008,"Mauritania",2,12,NA,NA
2008,"Mexico",8,21,NA,NA
2008,"Myanmar",20,14,33,3.52636052461616
2008,"Nepal",121,NA,NA,NA
2008,"Netherlands",1,0,0,0
2008,"New Zealand",5,0,0,0
2008,"Niger",9,6,6,1.94591014905531
2008,"Nigeria",76,NA,NA,NA
2008,"Northern Ireland",29,0,8,2.19722457733622
2008,"Pakistan",565,NA,NA,NA
2008,"Peru",1,0,0,0
2008,"Philippines",275,NA,NA,NA
2008,"Romania",1,0,1,0.693147180559945
2008,"Russia",170,95,NA,NA
2008,"Rwanda",1,0,4,1.6094379124341
2008,"Senegal",2,10,22,3.13549421592915
2008,"Serbia",4,2,0,0
2008,"Somalia",172,NA,NA,NA
2008,"South Africa",1,0,0,0
2008,"Spain",37,3,59,4.0943445622221
2008,"Sri Lanka",101,352,NA,NA
2008,"Sudan",32,205,NA,NA
2008,"Swaziland",3,0,0,0
2008,"Sweden",1,0,0,0
2008,"Syria",2,19,NA,NA
2008,"Taiwan",1,0,1,0.693147180559945
2008,"Tanzania",1,0,2,1.09861228866811
2008,"Thailand",200,NA,NA,NA
2008,"Timor-Leste",1,2,1,0.693147180559945
2008,"Tunisia",2,0,0,0
2008,"Turkey",32,42,274,5.61677109766657
2008,"Uganda",8,33,NA,NA
2008,"Ukraine",1,0,2,1.09861228866811
2008,"United States",19,2,14,2.70805020110221
2008,"Venezuela",1,1,0,0
2008,"West Bank and Gaza Strip",68,36,NA,NA
2008,"Yemen",22,74,177,5.18178355029209
2008,"Zimbabwe",5,7,8,2.19722457733622
2009,"Afghanistan",502,NA,NA,NA
2009,"Albania",1,0,0,0
2009,"Algeria",108,204,NA,NA
2009,"Angola",1,2,0,0
2009,"Argentina",1,0,0,0
2009,"Armenia",1,1,0,0
2009,"Australia",2,3,50,3.93182563272433
2009,"Austria",3,1,9,2.30258509299405
2009,"Azerbaijan",2,NA,2,1.09861228866811
2009,"Bangladesh",28,19,NA,NA
2009,"Belgium",1,0,0,0
2009,"Bolivia",3,0,7,2.07944154167984
2009,"Bosnia-Herzegovina",1,0,0,0
2009,"Cameroon",1,0,0,0
2009,"Canada",4,0,0,0
2009,"Central African Republic",5,38,NA,NA
2009,"Chad",3,0,1,0.693147180559945
2009,"Chile",8,0,1,0.693147180559945
2009,"China",7,NA,NA,NA
2009,"Colombia",140,NA,NA,NA
2009,"Congo (Kinshasa)",54,424,NA,NA
2009,"Corsica",5,0,0,0
2009,"Croatia",1,0,3,1.38629436111989
2009,"Czech Republic",1,0,4,1.6094379124341
2009,"Ecuador",1,0,0,0
2009,"Egypt",2,1,25,3.25809653802148
2009,"Equatorial Guinea",1,1,3,1.38629436111989
2009,"Eritrea",1,2,8,2.19722457733622
2009,"Ethiopia",2,NA,NA,NA
2009,"France",4,0,11,2.484906649788
2009,"Georgia",25,5,21,3.09104245335832
2009,"Germany",4,0,0,0
2009,"Great Britain",2,0,0,0
2009,"Greece",115,1,10,2.39789527279837
2009,"Guinea-Bissau",1,1,0,0
2009,"Honduras",8,2,1,0.693147180559945
2009,"Hungary",1,2,0,0
2009,"India",673,NA,NA,NA
2009,"Indonesia",19,15,62,4.14313472639153
2009,"Iran",15,97,83,4.43081679884331
2009,"Iraq",1137,NA,NA,NA
2009,"Israel",36,1,40,3.71357206670431
2009,"Italy",4,0,2,1.09861228866811
2009,"Japan",1,0,0,0
2009,"Kenya",1,0,0,0
2009,"Kosovo",1,0,0,0
2009,"Lebanon",14,17,21,3.09104245335832
2009,"Lesotho",1,0,0,0
2009,"Macedonia",1,0,1,0.693147180559945
2009,"Madagascar",1,2,0,0
2009,"Malaysia",1,0,1,0.693147180559945
2009,"Mali",6,30,0,0
2009,"Mauritania",5,2,NA,NA
2009,"Mexico",1,2,3,1.38629436111989
2009,"Moldova",1,0,39,3.68887945411394
2009,"Myanmar",14,46,15,2.77258872223978
2009,"Nepal",39,20,135,4.91265488573605
2009,"Netherlands",1,7,12,2.56494935746154
2009,"Niger",4,18,3,1.38629436111989
2009,"Nigeria",42,NA,NA,NA
2009,"Northern Ireland",20,3,12,2.56494935746154
2009,"Pakistan",666,NA,NA,NA
2009,"Panama",1,1,0,0
2009,"Peru",4,19,9,2.30258509299405
2009,"Philippines",230,152,NA,NA
2009,"Russia",152,141,218,5.3890717298165
2009,"Rwanda",1,4,52,3.97029191355212
2009,"Saudi Arabia",3,5,13,2.63905732961526
2009,"Senegal",3,9,4,1.6094379124341
2009,"Serbia",3,0,2,1.09861228866811
2009,"Somalia",122,NA,NA,NA
2009,"Spain",21,3,48,3.89182029811063
2009,"Sri Lanka",38,NA,NA,NA
2009,"Sudan",26,77,NA,NA
2009,"Sweden",1,0,0,0
2009,"Tajikistan",1,0,1,0.693147180559945
2009,"Thailand",298,270,NA,NA
2009,"Turkey",13,18,NA,NA
2009,"Uganda",2,11,0,0
2009,"Ukraine",2,0,8,2.19722457733622
2009,"United States",11,18,NA,NA
2009,"Uzbekistan",2,3,6,1.94591014905531
2009,"Venezuela",3,10,1,0.693147180559945
2009,"West Bank and Gaza Strip",10,7,3,1.38629436111989
2009,"Yemen",23,NA,NA,NA
2010,"Afghanistan",540,NA,NA,NA
2010,"Algeria",100,109,NA,NA
2010,"Angola",2,4,7,2.07944154167984
2010,"Argentina",5,0,0,0
2010,"Australia",1,0,0,0
2010,"Bahrain",2,0,0,0
2010,"Bangladesh",22,15,28,3.36729582998647
2010,"Belarus",2,0,0,0
2010,"Bosnia-Herzegovina",1,1,6,1.94591014905531
2010,"Burundi",29,14,55,4.02535169073515
2010,"Cameroon",3,5,2,1.09861228866811
2010,"Canada",2,0,0,0
2010,"Central African Republic",13,46,NA,NA
2010,"Chad",1,0,0,0
2010,"Chile",5,0,1,0.693147180559945
2010,"China",1,7,14,2.70805020110221
2010,"Colombia",136,56,141,4.95582705760126
2010,"Congo (Kinshasa)",18,NA,12,2.56494935746154
2010,"Corsica",2,0,0,0
2010,"Denmark",1,0,1,0.693147180559945
2010,"Egypt",2,0,0,0
2010,"Eritrea",1,17,20,3.04452243772342
2010,"Ethiopia",2,8,20,3.04452243772342
2010,"France",1,0,0,0
2010,"Georgia",7,4,14,2.70805020110221
2010,"Germany",1,0,0,0
2010,"Great Britain",2,0,1,0.693147180559945
2010,"Greece",49,4,5,1.79175946922805
2010,"India",662,812,NA,NA
2010,"Indonesia",4,0,6,1.94591014905531
2010,"Iran",14,115,450,6.11146733950268
2010,"Iraq",1179,2071,NA,NA
2010,"Ireland",4,0,8,2.19722457733622
2010,"Israel",14,4,17,2.89037175789616
2010,"Italy",10,0,3,1.38629436111989
2010,"Ivory Coast",7,NA,NA,NA
2010,"Jordan",2,1,4,1.6094379124341
2010,"Kenya",12,19,159,5.07517381523383
2010,"Kosovo",1,1,11,2.484906649788
2010,"Kyrgyzstan",1,0,4,1.6094379124341
2010,"Lebanon",5,2,6,1.94591014905531
2010,"Mali",1,1,0,0
2010,"Mauritania",1,1,0,0
2010,"Mexico",5,0,0,0
2010,"Myanmar",11,13,84,4.44265125649032
2010,"Nepal",38,10,42,3.76120011569356
2010,"Netherlands",1,0,0,0
2010,"Niger",3,9,NA,NA
2010,"Nigeria",63,117,191,5.25749537202778
2010,"Northern Ireland",55,0,21,3.09104245335832
2010,"Norway",1,0,1,0.693147180559945
2010,"Pakistan",711,1672,NA,NA
2010,"Paraguay",2,2,7,2.07944154167984
2010,"Philippines",205,155,231,5.44673737166631
2010,"Russia",251,231,609,6.41345895716736
2010,"Rwanda",8,6,85,4.45434729625351
2010,"Senegal",1,3,2,1.09861228866811
2010,"Serbia",1,0,4,1.6094379124341
2010,"Somalia",129,NA,NA,NA
2010,"Spain",3,0,0,0
2010,"Sri Lanka",3,2,4,1.6094379124341
2010,"Sudan",28,NA,NA,NA
2010,"Sweden",3,1,2,1.09861228866811
2010,"Tajikistan",1,4,25,3.25809653802148
2010,"Tanzania",1,0,0,0
2010,"Thailand",253,154,313,5.74939298590825
2010,"Trinidad and Tobago",1,0,0,0
2010,"Turkey",20,13,7,2.07944154167984
2010,"Uganda",6,75,71,4.27666611901606
2010,"Ukraine",4,1,8,2.19722457733622
2010,"United Arab Emirates",2,NA,1,0.693147180559945
2010,"United States",17,4,17,2.89037175789616
2010,"West Bank and Gaza Strip",11,0,16,2.83321334405622
2010,"Yemen",112,345,NA,NA
2010,"Zimbabwe",1,1,1,0.693147180559945
2011,"Afghanistan",422,NA,NA,NA
2011,"Algeria",15,NA,NA,NA
2011,"Argentina",1,0,0,0
2011,"Austria",1,0,0,0
2011,"Bahrain",1,0,0,0
2011,"Bangladesh",14,9,8,2.19722457733622
2011,"Belarus",1,13,161,5.08759633523238
2011,"Bhutan",1,0,2,1.09861228866811
2011,"Bosnia-Herzegovina",1,0,1,0.693147180559945
2011,"Bulgaria",2,0,0,0
2011,"Burundi",8,47,30,3.43398720448515
2011,"Cameroon",3,4,0,0
2011,"Central African Republic",3,35,NA,NA
2011,"Chile",6,0,1,0.693147180559945
2011,"China",4,19,NA,NA
2011,"Colombia",94,43,85,4.45434729625351
2011,"Congo (Kinshasa)",16,NA,NA,NA
2011,"Corsica",4,0,3,1.38629436111989
2011,"Czech Republic",1,0,0,0
2011,"Ecuador",1,0,0,0
2011,"Egypt",18,28,109,4.70048036579242
2011,"Eritrea",1,17,5,1.79175946922805
2011,"Estonia",1,1,0,0
2011,"Ethiopia",3,2,3,1.38629436111989
2011,"France",4,0,NA,NA
2011,"Georgia",3,1,1,0.693147180559945
2011,"Germany",8,2,2,1.09861228866811
2011,"Great Britain",2,0,0,0
2011,"Greece",11,0,5,1.79175946922805
2011,"Honduras",1,2,0,0
2011,"India",642,NA,NA,NA
2011,"Indonesia",21,20,70,4.26267987704132
2011,"Iran",13,18,13,2.63905732961526
2011,"Iraq",1307,NA,NA,NA
2011,"Ireland",4,1,0,0
2011,"Israel",51,21,NA,NA
2011,"Italy",3,0,2,1.09861228866811
2011,"Ivory Coast",3,23,3,1.38629436111989
2011,"Kazakhstan",5,12,2,1.09861228866811
2011,"Kenya",41,NA,NA,NA
2011,"Kosovo",1,0,0,0
2011,"Kuwait",1,0,0,0
2011,"Kyrgyzstan",1,0,0,0
2011,"Lebanon",10,1,23,3.17805383034795
2011,"Libya",2,0,2,1.09861228866811
2011,"Madagascar",1,0,0,0
2011,"Mali",4,5,2,1.09861228866811
2011,"Mauritania",3,1,4,1.6094379124341
2011,"Mexico",2,0,1,0.693147180559945
2011,"Morocco",1,17,24,3.2188758248682
2011,"Myanmar",2,0,0,0
2011,"Nepal",46,16,80,4.39444915467244
2011,"Netherlands",2,0,0,0
2011,"Niger",2,4,6,1.94591014905531
2011,"Nigeria",175,NA,NA,NA
2011,"Northern Ireland",45,1,3,1.38629436111989
2011,"Norway",3,75,75,4.33073334028633
2011,"Pakistan",1011,NA,NA,NA
2011,"Paraguay",4,0,4,1.6094379124341
2011,"Philippines",149,127,NA,NA
2011,"Portugal",2,0,0,0
2011,"Russia",188,160,NA,NA
2011,"Rwanda",2,2,49,3.91202300542815
2011,"Saudi Arabia",2,3,15,2.77258872223978
2011,"Senegal",4,NA,6,1.94591014905531
2011,"Somalia",184,NA,NA,NA
2011,"Sudan",38,NA,NA,NA
2011,"Sweden",1,0,0,0
2011,"Switzerland",3,0,2,1.09861228866811
2011,"Syria",49,NA,NA,NA
2011,"Thailand",181,151,435,6.07764224334903
2011,"Tunisia",3,4,0,0
2011,"Turkey",51,25,110,4.70953020131233
2011,"Ukraine",3,0,0,0
2011,"United States",9,0,NA,NA
2011,"West Bank and Gaza Strip",20,15,11,2.484906649788
2011,"Yemen",118,NA,NA,NA
2011,"Zimbabwe",1,0,0,0
2012,"Afghanistan",1467,NA,NA,NA
2012,"Algeria",41,30,105,4.66343909411207
2012,"Argentina",2,0,0,0
2012,"Bahrain",26,4,37,3.63758615972639
2012,"Bangladesh",18,8,32,3.49650756146648
2012,"Belarus",3,0,0,0
2012,"Belgium",1,1,1,0.693147180559945
2012,"Bolivia",1,0,2,1.09861228866811
2012,"Brazil",1,1,0,0
2012,"Bulgaria",2,8,30,3.43398720448515
2012,"Burundi",4,6,22,3.13549421592915
2012,"Canada",2,0,0,0
2012,"Central African Republic",4,NA,16,2.83321334405622
2012,"Chile",2,0,0,0
2012,"China",4,27,NA,NA
2012,"Colombia",115,168,NA,NA
2012,"Congo (Kinshasa)",21,NA,NA,NA
2012,"Corsica",58,0,0,0
2012,"Cyprus",1,0,0,0
2012,"Ecuador",1,0,0,0
2012,"Egypt",49,NA,NA,NA
2012,"Ethiopia",3,25,NA,NA
2012,"France",7,8,8,2.19722457733622
2012,"Georgia",3,1,2,1.09861228866811
2012,"Germany",4,0,0,0
2012,"Great Britain",4,0,1,0.693147180559945
2012,"Greece",22,0,3,1.38629436111989
2012,"Guatemala",1,2,1,0.693147180559945
2012,"Guinea-Bissau",1,1,0,0
2012,"Iceland",1,0,0,0
2012,"India",611,NA,NA,NA
2012,"Indonesia",38,13,20,3.04452243772342
2012,"Iran",6,13,12,2.56494935746154
2012,"Iraq",1438,NA,NA,NA
2012,"Ireland",29,0,0,0
2012,"Israel",66,14,NA,NA
2012,"Italy",10,0,1,0.693147180559945
2012,"Ivory Coast",17,NA,NA,NA
2012,"Jordan",2,1,16,2.83321334405622
2012,"Kazakhstan",4,2,3,1.38629436111989
2012,"Kenya",79,104,416,6.0330862217988
2012,"Kosovo",4,3,4,1.6094379124341
2012,"Laos",1,0,0,0
2012,"Lebanon",15,9,92,4.53259949315326
2012,"Liberia",1,0,0,0
2012,"Libya",58,NA,NA,NA
2012,"Macedonia",1,5,0,0
2012,"Madagascar",1,0,3,1.38629436111989
2012,"Malaysia",2,2,1,0.693147180559945
2012,"Mali",14,NA,NA,NA
2012,"Mexico",16,17,8,2.19722457733622
2012,"Moldova",1,0,0,0
2012,"Mozambique",1,1,4,1.6094379124341
2012,"Myanmar",17,16,NA,NA
2012,"Nepal",46,9,29,3.40119738166216
2012,"Niger",1,1,0,0
2012,"Nigeria",616,NA,NA,NA
2012,"Northern Ireland",45,1,1,0.693147180559945
2012,"Pakistan",1651,NA,NA,NA
2012,"Paraguay",2,1,2,1.09861228866811
2012,"Peru",6,10,8,2.19722457733622
2012,"Philippines",247,NA,NA,NA
2012,"Russia",151,NA,NA,NA
2012,"Rwanda",6,10,40,3.71357206670431
2012,"Saudi Arabia",6,4,NA,NA
2012,"Senegal",12,NA,40,3.71357206670431
2012,"Serbia",3,1,2,1.09861228866811
2012,"Somalia",318,NA,NA,NA
2012,"South Africa",4,5,4,1.6094379124341
2012,"South Sudan",5,NA,NA,NA
2012,"Spain",1,0,0,0
2012,"Sri Lanka",4,0,1,0.693147180559945
2012,"Sudan",40,NA,NA,NA
2012,"Sweden",2,0,0,0
2012,"Syria",176,NA,NA,NA
2012,"Tajikistan",5,3,6,1.94591014905531
2012,"Thailand",286,212,NA,NA
2012,"Tunisia",1,0,0,0
2012,"Turkey",189,NA,NA,NA
2012,"Ukraine",8,1,36,3.61091791264422
2012,"United States",13,7,6,1.94591014905531
2012,"Venezuela",1,0,2,1.09861228866811
2012,"West Bank and Gaza Strip",22,12,20,3.04452243772342
2012,"Yemen",312,NA,NA,NA
2013,"Afghanistan",1443,NA,NA,NA
2013,"Albania",1,0,0,0
2013,"Algeria",21,NA,NA,NA
2013,"Argentina",2,0,2,1.09861228866811
2013,"Armenia",1,0,1,0.693147180559945
2013,"Austria",1,0,2,1.09861228866811
2013,"Bahamas",1,0,0,0
2013,"Bahrain",52,3,NA,NA
2013,"Bangladesh",134,NA,NA,NA
2013,"Belize",1,0,0,0
2013,"Bosnia-Herzegovina",1,0,0,0
2013,"Brazil",3,2,0,0
2013,"Bulgaria",3,0,0,0
2013,"Burkina Faso",1,1,0,0
2013,"Burundi",2,5,12,2.56494935746154
2013,"Cambodia",2,0,0,0
2013,"Cameroon",3,7,0,0
2013,"Canada",3,0,0,0
2013,"Central African Republic",18,100,NA,NA
2013,"Chile",4,2,1,0.693147180559945
2013,"China",12,NA,NA,NA
2013,"Colombia",145,NA,NA,NA
2013,"Congo (Brazzaville)",1,2,5,1.79175946922805
2013,"Congo (Kinshasa)",19,NA,NA,NA
2013,"Corsica",1,0,2,1.09861228866811
2013,"Croatia",2,0,1,0.693147180559945
2013,"Cyprus",9,0,0,0
2013,"Czech Republic",1,1,0,0
2013,"Denmark",1,0,0,0
2013,"Dominican Republic",1,0,0,0
2013,"Ecuador",2,1,0,0
2013,"Egypt",315,NA,NA,NA
2013,"Ethiopia",5,17,NA,NA
2013,"France",7,0,NA,NA
2013,"Georgia",2,2,0,0
2013,"Great Britain",17,1,4,1.6094379124341
2013,"Greece",53,2,7,2.07944154167984
2013,"Guatemala",6,4,3,1.38629436111989
2013,"Guinea",2,0,0,0
2013,"Honduras",2,5,0,0
2013,"India",690,NA,NA,NA
2013,"Indonesia",32,23,NA,NA
2013,"Iran",11,39,17,2.89037175789616
2013,"Iraq",2852,NA,NA,NA
2013,"Ireland",26,0,1,0.693147180559945
2013,"Israel",37,2,8,2.19722457733622
2013,"Italy",7,0,4,1.6094379124341
2013,"Ivory Coast",4,4,3,1.38629436111989
2013,"Jordan",2,0,0,0
2013,"Kazakhstan",4,0,1,0.693147180559945
2013,"Kenya",79,NA,NA,NA
2013,"Kosovo",6,1,4,1.6094379124341
2013,"Lebanon",121,NA,NA,NA
2013,"Libya",293,NA,NA,NA
2013,"Madagascar",2,0,0,0
2013,"Malaysia",13,2,1,0.693147180559945
2013,"Maldives",3,0,2,1.09861228866811
2013,"Mali",58,NA,NA,NA
2013,"Mexico",8,47,110,4.70953020131233
2013,"Montenegro",2,0,0,0
2013,"Mozambique",17,37,NA,NA
2013,"Myanmar",17,10,25,3.25809653802148
2013,"Nepal",102,NA,NA,NA
2013,"Niger",4,26,33,3.52636052461616
2013,"Nigeria",341,NA,NA,NA
2013,"Northern Ireland",117,2,60,4.11087386417331
2013,"Pakistan",2212,NA,NA,NA
2013,"Paraguay",10,12,15,2.77258872223978
2013,"Peru",10,6,4,1.6094379124341
2013,"Philippines",652,NA,NA,NA
2013,"Russia",141,NA,NA,NA
2013,"Rwanda",4,6,62,4.14313472639153
2013,"Saudi Arabia",6,1,2,1.09861228866811
2013,"Senegal",3,7,1,0.693147180559945
2013,"Somalia",331,NA,NA,NA
2013,"South Africa",13,NA,5,1.79175946922805
2013,"South Sudan",13,NA,NA,NA
2013,"Spain",5,0,1,0.693147180559945
2013,"Sri Lanka",14,0,29,3.40119738166216
2013,"Sudan",44,NA,NA,NA
2013,"Switzerland",2,0,0,0
2013,"Syria",272,NA,NA,NA
2013,"Taiwan",2,0,0,0
2013,"Tanzania",7,8,83,4.43081679884331
2013,"Thailand",477,253,NA,NA
2013,"Trinidad and Tobago",3,0,0,0
2013,"Tunisia",29,25,28,3.36729582998647
2013,"Turkey",42,NA,NA,NA
2013,"Ukraine",4,1,3,1.38629436111989
2013,"United Arab Emirates",1,0,0,0
2013,"United States",15,7,275,5.62040086571715
2013,"West Bank and Gaza Strip",64,NA,NA,NA
2013,"Yemen",424,NA,NA,NA
2013,"Zimbabwe",4,NA,NA,NA
